symbol;company_name;sector;industry;country
GLW;Corning Incorporated;Technology;Electronic Components;United States of America
GM;General Motors Company;Consumer Cyclical;Auto Manufacturers;United States of America
GME;GameStop Corporation;Consumer Cyclical;Specialty Retail;United States of America
GMED;Globus Medical, Inc.;Healthcare;Medical Devices;United States of America
GMRE;Global Medical REIT Inc.;Real Estate;REIT - Healthcare Facilities;United States of America
GMS;GMS Inc.;Industrials;Building Products & Equipment;United States of America
GNE;Genie Energy Ltd.;Utilities;Utilities - Regulated Electric;United States of America
GNK;Genco Shipping & Trading Limite;Industrials;Marine Shipping;United States of America
GNL;Global Net Lease, Inc.;Real Estate;REIT - Diversified;United States of America
GNRC;Generac Holdlings Inc.;Industrials;Specialty Industrial Machinery;United States of America
GNTX;Gentex Corporation;Consumer Cyclical;Auto Parts;United States of America
GNTY;Guaranty Bancshares, Inc.;Financial Services;Banks - Regional;United States of America
GNW;Genworth Financial Inc;Financial Services;Insurance - Life;United States of America
GO;Grocery Outlet Holding Corp.;Consumer Defensive;Grocery Stores;United States of America
GOCO;GoHealth, Inc.;Financial Services;Insurance Brokers;United States of America
GOGO;Gogo Inc.;Communication Services;Telecom Services;United States of America
GOLF;Acushnet Holdings Corp.;Consumer Cyclical;Leisure;United States of America
GOOD;Gladstone Commercial Corporatio;Real Estate;REIT - Diversified;United States of America
GOOG;Alphabet Inc.;Communication Services;Internet Content & Information;United States of America
GOSS;Gossamer Bio, Inc.;Healthcare;Biotechnology;United States of America
GPC;Genuine Parts Company;Consumer Cyclical;Auto Parts;United States of America
GPI;Group 1 Automotive, Inc.;Consumer Cyclical;Auto & Truck Dealerships;United States of America
GPK;Graphic Packaging Holding Compa;Consumer Cyclical;Packaging & Containers;United States of America
GPMT;Granite Point Mortgage Trust In;Real Estate;REIT - Mortgage;United States of America
GPN;Global Payments Inc.;Industrials;Specialty Business Services;United States of America
GPOR;Gulfport Energy Corporation;Energy;Oil & Gas E&P;United States of America
GPRE;Green Plains, Inc.;Basic Materials;Chemicals;United States of America
GPRO;GoPro, Inc.;Technology;Consumer Electronics;United States of America
GRAL;GRAIL, Inc.;Healthcare;Diagnostics & Research;United States of America
GRBK;Green Brick Partners, Inc.;Consumer Cyclical;Residential Construction;United States of America
GRC;Gorman-Rupp Company (The);Industrials;Specialty Industrial Machinery;United States of America
GRDN;Guardian Pharmacy Services, Inc;Healthcare;Medical Care Facilities;United States of America
GRND;Grindr Inc.;Technology;Software - Application;United States of America
GRNT;Granite Ridge Resources, Inc.;Energy;Oil & Gas E&P;United States of America
GRPN;Groupon, Inc.;Communication Services;Internet Content & Information;United States of America
GRWG;GrowGeneration Corp.;Consumer Cyclical;Specialty Retail;United States of America
GS;Goldman Sachs Group, Inc. (The);Financial Services;Capital Markets;United States of America
GSAT;Globalstar, Inc.;Communication Services;Telecom Services;United States of America
GSBC;Great Southern Bancorp, Inc.;Financial Services;Banks - Regional;United States of America
GSHD;Goosehead Insurance, Inc.;Financial Services;Insurance Brokers;United States of America
GT;The Goodyear Tire & Rubber Comp;Consumer Cyclical;Auto Parts;United States of America
GTES;Gates Industrial Corporation pl;Industrials;Specialty Industrial Machinery;United States of America
GTLB;GitLab Inc.;Technology;Software - Infrastructure;United States of America
GTLS;Chart Industries, Inc.;Industrials;Specialty Industrial Machinery;United States of America
GTN;Gray Media, Inc.;Communication Services;Broadcasting;United States of America
GTY;Getty Realty Corporation;Real Estate;REIT - Retail;United States of America
GVA;Granite Construction Incorporat;Industrials;Engineering & Construction;United States of America
GWRE;Guidewire Software, Inc.;Technology;Software - Application;United States of America
GWRS;Global Water Resources, Inc.;Utilities;Utilities - Regulated Water;United States of America
GWW;W.W. Grainger, Inc.;Industrials;Industrial Distribution;United States of America
GXO;GXO Logistics, Inc.;Industrials;Integrated Freight & Logistics;United States of America
GYRE;Gyre Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
H;Hyatt Hotels Corporation;Consumer Cyclical;Lodging;United States of America
HAE;Haemonetics Corporation;Healthcare;Medical Devices;United States of America
HAFC;Hanmi Financial Corporation;Financial Services;Banks - Regional;United States of America
HAIN;The Hain Celestial Group, Inc.;Consumer Defensive;Packaged Foods;United States of America
HAL;Halliburton Company;Energy;Oil & Gas Equipment & Services;United States of America
HALO;Halozyme Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
HAS;Hasbro, Inc.;Consumer Cyclical;Leisure;United States of America
HASI;HA Sustainable Infrastructure C;Financial Services;Asset Management;United States of America
HAYW;Hayward Holdings, Inc.;Industrials;Electrical Equipment & Parts;United States of America
HBAN;Huntington Bancshares Incorpora;Financial Services;Banks - Regional;United States of America
HBB;Hamilton Beach Brands Holding C;Consumer Cyclical;Furnishings, Fixtures & Appliances;United States of America
HBCP;Home Bancorp, Inc.;Financial Services;Banks - Regional;United States of America
HBI;Hanesbrands Inc.;Consumer Cyclical;Apparel Manufacturing;United States of America
HBNC;Horizon Bancorp, Inc.;Financial Services;Banks - Regional;United States of America
HBT;HBT Financial, Inc.;Financial Services;Banks - Regional;United States of America
HCA;HCA Healthcare, Inc.;Healthcare;Medical Care Facilities;United States of America
HCAT;Health Catalyst, Inc;Healthcare;Health Information Services;United States of America
HCC;Warrior Met Coal, Inc.;Basic Materials;Coking Coal;United States of America
HCI;HCI Group, Inc.;Financial Services;Insurance - Property & Casualty;United States of America
HCKT;The Hackett Group, Inc.;Technology;Information Technology Services;United States of America
HCSG;Healthcare Services Group, Inc.;Healthcare;Medical Care Facilities;United States of America
HD;Home Depot, Inc. (The);Consumer Cyclical;Home Improvement Retail;United States of America
HDSN;Hudson Technologies, Inc.;Basic Materials;Specialty Chemicals;United States of America
HE;Hawaiian Electric Industries, I;Utilities;Utilities - Regulated Electric;United States of America
HEES;H&E Equipment Services, Inc.;Industrials;Rental & Leasing Services;United States of America
HEI;Heico Corporation;Industrials;Aerospace & Defense;United States of America
HEI-A;Heico Corporation;Industrials;Aerospace & Defense;United States of America
HELE;Helen of Troy Limited;Consumer Defensive;Household & Personal Products;United States of America
HES;Hess Corporation;Energy;Oil & Gas E&P;United States of America
HESM;Hess Midstream LP;Energy;Oil & Gas Midstream;United States of America
HFFG;HF Foods Group Inc.;Consumer Defensive;Food Distribution;United States of America
HFWA;Heritage Financial Corporation;Financial Services;Banks - Regional;United States of America
HGTY;Hagerty, Inc.;Financial Services;Insurance - Property & Casualty;United States of America
HGV;Hilton Grand Vacations Inc.;Consumer Cyclical;Resorts & Casinos;United States of America
HHH;Howard Hughes Holdings Inc.;Real Estate;Real Estate - Diversified;United States of America
HI;Hillenbrand Inc;Industrials;Specialty Industrial Machinery;United States of America
HIFS;Hingham Institution for Savings;Financial Services;Banks - Regional;United States of America
HIG;The Hartford Insurance Group, I;Financial Services;Insurance - Property & Casualty;United States of America
HII;Huntington Ingalls Industries, ;Industrials;Aerospace & Defense;United States of America
HIMS;Hims & Hers Health, Inc.;Consumer Defensive;Household & Personal Products;United States of America
HIPO;Hippo Holdings Inc.;Financial Services;Insurance - Property & Casualty;United States of America
HIW;Highwoods Properties, Inc.;Real Estate;REIT - Office;United States of America
HL;Hecla Mining Company;Basic Materials;Other Precious Metals & Mining;United States of America
HLF;Herbalife Ltd.;Consumer Defensive;Packaged Foods;United States of America
HLI;Houlihan Lokey, Inc.;Financial Services;Capital Markets;United States of America
HLIO;Helios Technologies, Inc.;Industrials;Specialty Industrial Machinery;United States of America
HLIT;Harmonic Inc.;Technology;Communication Equipment;United States of America
HLLY;Holley Inc.;Consumer Cyclical;Auto Parts;United States of America
HLMN;Hillman Solutions Corp.;Industrials;Tools & Accessories;United States of America
HLNE;Hamilton Lane Incorporated;Financial Services;Asset Management;United States of America
HLT;Hilton Worldwide Holdings Inc.;Consumer Cyclical;Lodging;United States of America
HLX;Helix Energy Solutions Group, I;Energy;Oil & Gas Equipment & Services;United States of America
HMN;Horace Mann Educators Corporati;Financial Services;Insurance - Property & Casualty;United States of America
HMST;HomeStreet, Inc.;Financial Services;Banks - Regional;United States of America
HNI;HNI Corporation;Consumer Cyclical;Furnishings, Fixtures & Appliances;United States of America
HNRG;Hallador Energy Company;Energy;Thermal Coal;United States of America
HNST;The Honest Company, Inc.;Consumer Defensive;Household & Personal Products;United States of America
HOFT;Hooker Furnishings Corporation;Consumer Cyclical;Furnishings, Fixtures & Appliances;United States of America
HOG;Harley-Davidson, Inc.;Consumer Cyclical;Recreational Vehicles;United States of America
HOLX;Hologic, Inc.;Healthcare;Medical Instruments & Supplies;United States of America
HOMB;Home BancShares, Inc.;Financial Services;Banks - Regional;United States of America
HON;Honeywell International Inc.;Industrials;Conglomerates;United States of America
HONE;HarborOne Bancorp, Inc.;Financial Services;Banks - Regional;United States of America
HOOD;Robinhood Markets, Inc.;Financial Services;Capital Markets;United States of America
HOPE;Hope Bancorp, Inc.;Financial Services;Banks - Regional;United States of America
HOUS;Anywhere Real Estate Inc.;Real Estate;Real Estate Services;United States of America
HOV;Hovnanian Enterprises, Inc.;Consumer Cyclical;Residential Construction;United States of America
HP;Helmerich & Payne, Inc.;Energy;Oil & Gas Drilling;United States of America
HPE;Hewlett Packard Enterprise Comp;Technology;Communication Equipment;United States of America
HPK;HighPeak Energy, Inc.;Energy;Oil & Gas E&P;United States of America
HPP;Hudson Pacific Properties, Inc.;Real Estate;REIT - Office;United States of America
HPQ;HP Inc.;Technology;Computer Hardware;United States of America
HQI;HireQuest, Inc.;Industrials;Staffing & Employment Services;United States of America
HQY;HealthEquity, Inc.;Healthcare;Health Information Services;United States of America
HR;Healthcare Realty Trust Incorpo;Real Estate;REIT - Healthcare Facilities;United States of America
HRB;H&R Block, Inc.;Consumer Cyclical;Personal Services;United States of America
HRI;Herc Holdings Inc.;Industrials;Rental & Leasing Services;United States of America
HRL;Hormel Foods Corporation;Consumer Defensive;Packaged Foods;United States of America
HRMY;Harmony Biosciences Holdings, I;Healthcare;Biotechnology;United States of America
HROW;Harrow, Inc.;Healthcare;Drug Manufacturers - Specialty & Generic;United States of America
HRTG;Heritage Insurance Holdings, In;Financial Services;Insurance - Property & Casualty;United States of America
HRTX;Heron Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
HSIC;Henry Schein, Inc.;Healthcare;Medical Distribution;United States of America
HSII;Heidrick & Struggles Internatio;Industrials;Staffing & Employment Services;United States of America
HST;Host Hotels & Resorts, Inc.;Real Estate;REIT - Hotel & Motel;United States of America
HSTM;HealthStream, Inc.;Healthcare;Health Information Services;United States of America
HSY;The Hershey Company;Consumer Defensive;Confectioners;United States of America
HTB;HomeTrust Bancshares, Inc.;Financial Services;Banks - Regional;United States of America
HTBK;Heritage Commerce Corp;Financial Services;Banks - Regional;United States of America
HTH;Hilltop Holdings Inc.;Financial Services;Financial Conglomerates;United States of America
HTLD;Heartland Express, Inc.;Industrials;Trucking;United States of America
HTZ;Hertz Global Holdings, Inc;Industrials;Rental & Leasing Services;United States of America
HUBB;Hubbell Inc;Industrials;Electrical Equipment & Parts;United States of America
HUBG;Hub Group, Inc.;Industrials;Integrated Freight & Logistics;United States of America
HUBS;HubSpot, Inc.;Technology;Software - Application;United States of America
HUM;Humana Inc.;Healthcare;Healthcare Plans;United States of America
HUMA;Humacyte, Inc.;Healthcare;Biotechnology;United States of America
HUN;Huntsman Corporation;Basic Materials;Chemicals;United States of America
HURN;Huron Consulting Group Inc.;Industrials;Consulting Services;United States of America
HUT;Hut 8 Corp.;Financial Services;Capital Markets;United States of America
HVT;Haverty Furniture Companies, In;Consumer Cyclical;Home Improvement Retail;United States of America
HWC;Hancock Whitney Corporation;Financial Services;Banks - Regional;United States of America
HWKN;Hawkins, Inc.;Basic Materials;Specialty Chemicals;United States of America
HWM;Howmet Aerospace Inc.;Industrials;Aerospace & Defense;United States of America
HXL;Hexcel Corporation;Industrials;Aerospace & Defense;United States of America
HY;Hyster-Yale, Inc.;Industrials;Farm & Heavy Construction Machinery;United States of America
HYLN;Hyliion Holdings Corp.;Consumer Cyclical;Auto Parts;United States of America
HZO;MarineMax, Inc.  (FL);Consumer Cyclical;Specialty Retail;United States of America
IAC;IAC Inc.;Communication Services;Internet Content & Information;United States of America
IART;Integra LifeSciences Holdings C;Healthcare;Medical Devices;United States of America
IAS;Integral Ad Science Holding Cor;Communication Services;Advertising Agencies;United States of America
IAUX;i-80 Gold Corp.;Basic Materials;Gold;United States of America
IBCP;Independent Bank Corporation;Financial Services;Banks - Regional;United States of America
IBEX;IBEX Limited;Technology;Information Technology Services;United States of America
IBKR;Interactive Brokers Group, Inc.;Financial Services;Capital Markets;United States of America
IBM;International Business Machines;Technology;Information Technology Services;United States of America
IBOC;International Bancshares Corpor;Financial Services;Banks - Regional;United States of America
IBP;Installed Building Products, In;Consumer Cyclical;Residential Construction;United States of America
IBRX;ImmunityBio, Inc.;Healthcare;Biotechnology;United States of America
IBTA;Ibotta, Inc.;Technology;Software - Application;United States of America
ICE;Intercontinental Exchange Inc.;Financial Services;Financial Data & Stock Exchanges;United States of America
ICFI;ICF International, Inc.;Industrials;Consulting Services;United States of America
ICHR;Ichor Holdings;Technology;Semiconductor Equipment & Materials;United States of America
ICUI;ICU Medical, Inc.;Healthcare;Medical Instruments & Supplies;United States of America
IDA;IDACORP, Inc.;Utilities;Utilities - Regulated Electric;United States of America
IDCC;InterDigital, Inc.;Technology;Software - Application;United States of America
IDT;IDT Corporation;Communication Services;Telecom Services;United States of America
IDXX;IDEXX Laboratories, Inc.;Healthcare;Diagnostics & Research;United States of America
IDYA;IDEAYA Biosciences, Inc.;Healthcare;Biotechnology;United States of America
IE;Ivanhoe Electric Inc.;Basic Materials;Copper;United States of America
IESC;IES Holdings, Inc.;Industrials;Engineering & Construction;United States of America
IEX;IDEX Corporation;Industrials;Specialty Industrial Machinery;United States of America
IFF;International Flavors & Fragran;Basic Materials;Specialty Chemicals;United States of America
IHRT;iHeartMedia, Inc.;Communication Services;Broadcasting;United States of America
III;Information Services Group, Inc;Technology;Information Technology Services;United States of America
IIIN;Insteel Industries, Inc.;Industrials;Metal Fabrication;United States of America
IIIV;i3 Verticals, Inc.;Technology;Software - Infrastructure;United States of America
IIPR;Innovative Industrial Propertie;Real Estate;REIT - Industrial;United States of America
ILMN;Illumina, Inc.;Healthcare;Diagnostics & Research;United States of America
ILPT;Industrial Logistics Properties;Real Estate;REIT - Industrial;United States of America
IMKTA;Ingles Markets, Incorporated;Consumer Defensive;Grocery Stores;United States of America
IMMR;Immersion Corporation;Technology;Software - Application;United States of America
IMNM;Immunome, Inc.;Healthcare;Biotechnology;United States of America
IMVT;Immunovant, Inc.;Healthcare;Biotechnology;United States of America
IMXI;International Money Express, In;Technology;Software - Infrastructure;United States of America
INBK;First Internet Bancorp;Financial Services;Banks - Regional;United States of America
INBX;Inhibrx Biosciences, Inc.;Healthcare;Biotechnology;United States of America
INCY;Incyte Corporation;Healthcare;Biotechnology;United States of America
INDB;Independent Bank Corp.;Financial Services;Banks - Regional;United States of America
INDI;indie Semiconductor, Inc.;Technology;Semiconductor Equipment & Materials;United States of America
INFA;Informatica Inc.;Technology;Software - Infrastructure;United States of America
INFU;InfuSystems Holdings, Inc.;Healthcare;Medical Instruments & Supplies;United States of America
INGM;Ingram Micro Holding Corporatio;Technology;Information Technology Services;United States of America
INGN;Inogen, Inc;Healthcare;Medical Devices;United States of America
INGR;Ingredion Incorporated;Consumer Defensive;Packaged Foods;United States of America
INMB;INmune Bio Inc.;Healthcare;Biotechnology;United States of America
INN;Summit Hotel Properties, Inc.;Real Estate;REIT - Hotel & Motel;United States of America
INO;Inovio Pharmaceuticals, Inc.;Healthcare;Biotechnology;United States of America
INOD;Innodata Inc.;Technology;Information Technology Services;United States of America
INR;Infinity Natural Resources, Inc;Energy;Oil & Gas E&P;United States of America
INSE;Inspired Entertainment, Inc.;Consumer Cyclical;Gambling;United States of America
INSM;Insmed Incorporated;Healthcare;Biotechnology;United States of America
INSP;Inspire Medical Systems, Inc.;Healthcare;Medical Devices;United States of America
INSW;International Seaways, Inc.;Energy;Oil & Gas Midstream;United States of America
INTA;Intapp, Inc.;Technology;Software - Application;United States of America
INTC;Intel Corporation;Technology;Semiconductors;United States of America
INTU;Intuit Inc.;Technology;Software - Application;United States of America
INV;Innventure, Inc.;Financial Services;Asset Management;United States of America
INVA;Innoviva, Inc.;Healthcare;Biotechnology;United States of America
INVH;Invitation Homes Inc.;Real Estate;REIT - Residential;United States of America
INVX;Innovex International, Inc.;Energy;Oil & Gas Equipment & Services;United States of America
INZY;Inozyme Pharma, Inc.;Healthcare;Biotechnology;United States of America
IONQ;IonQ, Inc.;Technology;Computer Hardware;United States of America
IONS;Ionis Pharmaceuticals, Inc.;Healthcare;Biotechnology;United States of America
IOSP;Innospec Inc.;Basic Materials;Specialty Chemicals;United States of America
IOT;Samsara Inc.;Technology;Software - Infrastructure;United States of America
IOVA;Iovance Biotherapeutics, Inc.;Healthcare;Biotechnology;United States of America
IP;International Paper Company;Consumer Cyclical;Packaging & Containers;United States of America
IPAR;Interparfums, Inc.;Consumer Defensive;Household & Personal Products;United States of America
IPG;Interpublic Group of Companies,;Communication Services;Advertising Agencies;United States of America
IPGP;IPG Photonics Corporation;Technology;Semiconductor Equipment & Materials;United States of America
IPI;Intrepid Potash, Inc;Basic Materials;Agricultural Inputs;United States of America
IQV;IQVIA Holdings, Inc.;Healthcare;Diagnostics & Research;United States of America
IR;Ingersoll Rand Inc.;Industrials;Specialty Industrial Machinery;United States of America
IRBT;iRobot Corporation;Consumer Cyclical;Furnishings, Fixtures & Appliances;United States of America
IRDM;Iridium Communications Inc;Communication Services;Telecom Services;United States of America
IRM;Iron Mountain Incorporated (Del;Real Estate;REIT - Specialty;United States of America
IRMD;iRadimed Corporation;Healthcare;Medical Devices;United States of America
IRON;Disc Medicine, Inc.;Healthcare;Biotechnology;United States of America
IRT;Independence Realty Trust, Inc.;Real Estate;REIT - Residential;United States of America
IRTC;iRhythm Technologies, Inc.;Healthcare;Medical Devices;United States of America
IRWD;Ironwood Pharmaceuticals, Inc.;Healthcare;Drug Manufacturers - Specialty & Generic;United States of America
ISPR;Ispire Technology Inc.;Consumer Defensive;Tobacco;United States of America
ISRG;Intuitive Surgical, Inc.;Healthcare;Medical Instruments & Supplies;United States of America
ISTR;Investar Holding Corporation;Financial Services;Banks - Regional;United States of America
IT;Gartner, Inc.;Technology;Information Technology Services;United States of America
ITCI;Intra-Cellular Therapies Inc.;Healthcare;Drug Manufacturers - Specialty & Generic;United States of America
ITGR;Integer Holdings Corporation;Healthcare;Medical Devices;United States of America
ITIC;Investors Title Company;Financial Services;Insurance - Specialty;United States of America
ITOS;iTeos Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
ITRI;Itron, Inc.;Technology;Scientific & Technical Instruments;United States of America
ITT;ITT Inc.;Industrials;Specialty Industrial Machinery;United States of America
ITW;Illinois Tool Works Inc.;Industrials;Specialty Industrial Machinery;United States of America
IVR;INVESCO MORTGAGE CAPITAL INC;Real Estate;REIT - Mortgage;United States of America
IVT;InvenTrust Properties Corp.;Real Estate;REIT - Retail;United States of America
IVVD;Invivyd, Inc.;Healthcare;Biotechnology;United States of America
IVZ;Invesco Ltd;Financial Services;Asset Management;United States of America
J;Jacobs Solutions Inc.;Industrials;Engineering & Construction;United States of America
JACK;Jack In The Box Inc.;Consumer Cyclical;Restaurants;United States of America
JAKK;JAKKS Pacific, Inc.;Consumer Cyclical;Leisure;United States of America
JAMF;Jamf Holding Corp.;Technology;Software - Application;United States of America
JANX;Janux Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
JBGS;JBG SMITH Properties;Real Estate;REIT - Office;United States of America
JBHT;J.B. Hunt Transport Services, I;Industrials;Integrated Freight & Logistics;United States of America
JBI;Janus International Group, Inc.;Industrials;Building Products & Equipment;United States of America
JBL;Jabil Inc.;Technology;Electronic Components;United States of America
JBLU;JetBlue Airways Corporation;Industrials;Airlines;United States of America
JBSS;John B. Sanfilippo & Son, Inc.;Consumer Defensive;Packaged Foods;United States of America
JBT;John Bean Technologies Corporat;Industrials;Specialty Industrial Machinery;United States of America
JBTM;JBT Marel Corporation;Industrials;Specialty Industrial Machinery;United States of America
JEF;Jefferies Financial Group Inc.;Financial Services;Capital Markets;United States of America
JELD;JELD-WEN Holding, Inc.;Industrials;Building Products & Equipment;United States of America
JILL;J. Jill, Inc.;Consumer Cyclical;Apparel Retail;United States of America
JJSF;J & J Snack Foods Corp.;Consumer Defensive;Packaged Foods;United States of America
JKHY;Jack Henry & Associates, Inc.;Technology;Information Technology Services;United States of America
JLL;Jones Lang LaSalle Incorporated;Real Estate;Real Estate Services;United States of America
JMSB;John Marshall Bancorp, Inc.;Financial Services;Banks - Regional;United States of America
JNJ;Johnson & Johnson;Healthcare;Drug Manufacturers - General;United States of America
JNPR;Juniper Networks, Inc.;Technology;Communication Equipment;United States of America
JOBY;Joby Aviation, Inc.;Industrials;Airports & Air Services;United States of America
JOE;St. Joe Company (The);Real Estate;Real Estate - Diversified;United States of America
JOUT;Johnson Outdoors Inc.;Consumer Cyclical;Leisure;United States of America
JPM;JP Morgan Chase & Co.;Financial Services;Banks - Diversified;United States of America
JWN;Nordstrom, Inc.;Consumer Cyclical;Department Stores;United States of America
JXN;Jackson Financial Inc.;Financial Services;Insurance - Life;United States of America
JYNT;The Joint Corp.;Healthcare;Medical Care Facilities;United States of America
K;Kellanova;Consumer Defensive;Packaged Foods;United States of America
KAI;Kadant Inc;Industrials;Specialty Industrial Machinery;United States of America
KALU;Kaiser Aluminum Corporation;Basic Materials;Aluminum;United States of America
KALV;KalVista Pharmaceuticals, Inc.;Healthcare;Biotechnology;United States of America
KAR;OPENLANE, Inc.;Consumer Cyclical;Auto & Truck Dealerships;United States of America
KBH;KB Home;Consumer Cyclical;Residential Construction;United States of America
KBR;KBR, Inc.;Industrials;Engineering & Construction;United States of America
KD;Kyndryl Holdings, Inc.;Technology;Information Technology Services;United States of America
KDP;Keurig Dr Pepper Inc.;Consumer Defensive;Beverages - Non-Alcoholic;United States of America
KE;Kimball Electronics, Inc.;Industrials;Electrical Equipment & Parts;United States of America
KELYA;Kelly Services, Inc.;Industrials;Staffing & Employment Services;United States of America
KEQU;Kewaunee Scientific Corporation;Consumer Cyclical;Furnishings, Fixtures & Appliances;United States of America
KEX;Kirby Corporation;Industrials;Marine Shipping;United States of America
KEY;KeyCorp;Financial Services;Banks - Regional;United States of America
KEYS;Keysight Technologies Inc.;Technology;Scientific & Technical Instruments;United States of America
KFRC;Kforce, Inc.;Industrials;Staffing & Employment Services;United States of America
KFS;Kingsway Financial Services, In;Consumer Cyclical;Auto & Truck Dealerships;United States of America
KFY;Korn Ferry;Industrials;Staffing & Employment Services;United States of America
KGS;Kodiak Gas Services, Inc.;Energy;Oil & Gas Equipment & Services;United States of America
KHC;The Kraft Heinz Company;Consumer Defensive;Packaged Foods;United States of America
KIDS;OrthoPediatrics Corp.;Healthcare;Medical Devices;United States of America
KIM;Kimco Realty Corporation (HC);Real Estate;REIT - Retail;United States of America
KIND;Nextdoor Holdings, Inc.;Communication Services;Internet Content & Information;United States of America
KINS;Kingstone Companies, Inc;Financial Services;Insurance - Property & Casualty;United States of America
KKR;KKR & Co. Inc.;Financial Services;Asset Management;United States of America
KLAC;KLA Corporation;Technology;Semiconductor Equipment & Materials;United States of America
KLC;KinderCare Learning Companies, ;Consumer Defensive;Education & Training Services;United States of America
KLG;WK Kellogg Co;Consumer Defensive;Packaged Foods;United States of America
KLIC;Kulicke and Soffa Industries, I;Technology;Semiconductor Equipment & Materials;United States of America
KLTR;Kaltura, Inc.;Technology;Software - Application;United States of America
KLXE;KLX Energy Services Holdings, I;Energy;Oil & Gas Equipment & Services;United States of America
KMB;Kimberly-Clark Corporation;Consumer Defensive;Household & Personal Products;United States of America
KMI;Kinder Morgan, Inc.;Energy;Oil & Gas Midstream;United States of America
KMPR;Kemper Corporation;Financial Services;Insurance - Property & Casualty;United States of America
KMT;Kennametal Inc.;Industrials;Tools & Accessories;United States of America
KMX;CarMax Inc;Consumer Cyclical;Auto & Truck Dealerships;United States of America
KN;Knowles Corporation;Technology;Electronic Components;United States of America
KNF;Knife Riv Holding Co.;Basic Materials;Building Materials;United States of America
KNSL;Kinsale Capital Group, Inc.;Financial Services;Insurance - Property & Casualty;United States of America
KNTK;Kinetik Holdings Inc.;Energy;Oil & Gas Midstream;United States of America
KNX;Knight-Swift Transportation Hol;Industrials;Trucking;United States of America
KO;Coca-Cola Company (The);Consumer Defensive;Beverages - Non-Alcoholic;United States of America
KOD;Kodiak Sciences Inc;Healthcare;Biotechnology;United States of America
KODK;Eastman Kodak Company;Industrials;Specialty Business Services;United States of America
KOP;Koppers Holdings Inc.;Basic Materials;Specialty Chemicals;United States of America
KOS;Kosmos Energy Ltd.;Energy;Oil & Gas E&P;United States of America
KR;Kroger Company (The);Consumer Defensive;Grocery Stores;United States of America
KRC;Kilroy Realty Corporation;Real Estate;REIT - Office;United States of America
KREF;KKR Real Estate Finance Trust I;Real Estate;REIT - Mortgage;United States of America
KRG;Kite Realty Group Trust;Real Estate;REIT - Retail;United States of America
KRMN;Karman Holdings Inc.;Industrials;Aerospace & Defense;United States of America
KRNY;Kearny Financial;Financial Services;Banks - Regional;United States of America
KRO;Kronos Worldwide Inc;Basic Materials;Specialty Chemicals;United States of America
KROS;Keros Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
KRP;Kimbell Royalty Partners;Energy;Oil & Gas E&P;United States of America
KRRO;Korro Bio, Inc.;Healthcare;Biotechnology;United States of America
KRT;Karat Packaging Inc.;Consumer Cyclical;Packaging & Containers;United States of America
KRUS;Kura Sushi USA, Inc.;Consumer Cyclical;Restaurants;United States of America
KRYS;Krystal Biotech, Inc.;Healthcare;Biotechnology;United States of America
KSS;Kohl's Corporation;Consumer Cyclical;Department Stores;United States of America
KTB;Kontoor Brands, Inc.;Consumer Cyclical;Apparel Manufacturing;United States of America
KTOS;Kratos Defense & Security Solut;Industrials;Aerospace & Defense;United States of America
KURA;Kura Oncology, Inc.;Healthcare;Biotechnology;United States of America
KVUE;Kenvue Inc.;Consumer Defensive;Household & Personal Products;United States of America
KVYO;Klaviyo, Inc. Series A;Technology;Software - Infrastructure;United States of America
KW;Kennedy-Wilson Holdings Inc.;Real Estate;Real Estate Services;United States of America
KWR;Quaker Houghton;Basic Materials;Specialty Chemicals;United States of America
KYMR;Kymera Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
L;Loews Corporation;Financial Services;Insurance - Property & Casualty;United States of America
LAB;Standard BioTools Inc.;Healthcare;Medical Devices;United States of America
LAD;Lithia Motors, Inc.;Consumer Cyclical;Auto & Truck Dealerships;United States of America
LADR;Ladder Capital Corp;Real Estate;REIT - Mortgage;United States of America
LAMR;Lamar Advertising Company;Real Estate;REIT - Specialty;United States of America
LANC;Lancaster Colony Corporation;Consumer Defensive;Packaged Foods;United States of America
LAND;Gladstone Land Corporation;Real Estate;REIT - Specialty;United States of America
LASR;nLIGHT, Inc.;Technology;Semiconductors;United States of America
LAUR;Laureate Education, Inc.;Consumer Defensive;Education & Training Services;United States of America
LAW;CS Disco, Inc.;Technology;Software - Application;United States of America
LAZ;Lazard, Inc.;Financial Services;Capital Markets;United States of America
LAZR;Luminar Technologies, Inc.;Consumer Cyclical;Auto Parts;United States of America
LB;LandBridge Company LLC;Energy;Oil & Gas Equipment & Services;United States of America
LBRDK;Liberty Broadband Corporation;Communication Services;Telecom Services;United States of America
LBRT;Liberty Energy Inc.;Energy;Oil & Gas Equipment & Services;United States of America
LC;LendingClub Corporation;Financial Services;Banks - Regional;United States of America
LCID;Lucid Group, Inc.;Consumer Cyclical;Auto Manufacturers;United States of America
LCII;LCI Industries;Consumer Cyclical;Recreational Vehicles;United States of America
